"","SiteID","Lat","Long","y20v1","y20v2","y20v3","PDA","D2D","D2NN","NN","12Yng","13Yng","14Yng","15Yng","16Yng","17Yng","18Yng","19Yng","y12v1","y12v2","y12v3","y13v1","y13v2","y13v3","y14v1","y14v2","y14v3","y15v1","y15v2","y15v3","y16v1","y16v2","y16v3","y17v1","y17v2","y17v3","y18v1","y18v2","y18v3","y19v1","y19v2","y19v3","RLHA_19","PEFA_19","GYRF_19","NDNO","RLHA","PEFA","GYRF","dist_disturb"
"76",107,71.3291,-79.2855,"not detected","PEFA","PEFA",1,0,0.6,109,NA,NA,NA,NA,NA,0,0,0,"RLHA","0",NA,"0","0",NA,"0",NA,NA,"0","0",NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",1560.26291670831
"77",108,71.3161,-79.2763,"not detected","not detected","not detected",1,0,1,109,0,1,NA,NA,NA,0,0,0,"0","0",NA,"PEFA","PEFA",NA,"0",NA,NA,"0","0",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",367.109260956727
"78",109,71.325,-79.2731,"RLHA","RLHA","RLHA",1,0,0.6,107,NA,NA,NA,2,NA,0,0,0,"0","0",NA,"0","0",NA,"0",NA,NA,"RLHA","RLHA",NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",1267.45129086158
"79",114,71.3097,-79.1953,"not detected","not detected","not detected",1,0.3,0.1,115,NA,NA,0,NA,0,0,0,0,"0","0",NA,"0","0",NA,"0","0",NA,"0","0",NA,"0","0",NA,"0","0",NA,"0","0","0","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",3171.89834997018
"80",115,71.3087,-79.1925,"not detected","RLHA","RLHA",1,0.4,0.1,114,2,NA,NA,2,0,0,0,0,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"RLHA","RLHA",NA,"0","0",NA,"RLHA","RLHA",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",3288.06244362139
"81",117,71.3017,-79.1906,"not detected","not detected","not detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3568.07346223295
"82",119,71.2918,-79.19,"RLHA","RLHA","RLHA",1,2.2,0.8,122,NA,NA,3,4,NA,0,0,0,"RLHA","RLHA",NA,"0","0",NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",4128.20591826936
"83",122,71.2881,-79.1717,"not detected","not detected","PEFA",1,2.8,0.7,124,NA,NA,0,1,1,0,2,1,"PEFA","PEFA",NA,"0","0",NA,"0","0",NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","0",NA,"PEFA","0","PEFA","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",4901.22616659999
"84",124,71.2833,-79.1592,"not detected","not detected","not detected",1,3.4,0.7,122,0,NA,2,0,0,0,0,0,"0","0",NA,"0","0",NA,"RLHA","RLHA",NA,"0","RLHA",NA,"RLHA","RLHA",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",5579.85858720052
"85",127,71.2766,-79.1223,"not detected","not detected","not detected",1,4.8,0.6,128,NA,NA,NA,NA,0,0,0,0,"RLHA","RLHA",NA,"0",NA,NA,"0","0",NA,"0","0",NA,"GYRF","GYRF",NA,"GYRF","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",7087.40726883614
"86",128,71.2738,-79.1069,"PEFA","PEFA","PEFA",1,5.4,0.3,129,NA,NA,2,0,NA,0,0,2,"0","0",NA,"0",NA,NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"0","0",NA,"PEFA","0",NA,"PEFA","0","PEFA","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",7718.22993603847
"87",129,71.2723,-79.0988,"not detected","not detected","not detected",1,5.7,0.3,453,NA,NA,3,NA,2,0,0,0,"0","0",NA,"0",NA,NA,"0","RLHA",NA,"0","0",NA,"RLHA","RLHA",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",8052.01037370048
"88",135,71.2271,-79.0682,"not detected","RLHA","RLHA",2,10.5,1.8,139,NA,NA,1,NA,0,0,0,0,"RLHA",NA,NA,"0",NA,NA,"PEFA","PEFA",NA,"0",NA,NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",12352.9596354279
"89",138,71.2597,-79.0468,"not detected","RLHA","RLHA",1,8,1.2,141,NA,0,NA,NA,NA,0,0,2,"RLHA","RLHA",NA,"PEFA","0",NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0",NA,"0","0","0","0","PEFA","PEFA",0,2,0,"FALSE","FALSE","TRUE","FALSE",10386.3020802921
"90",139,71.2376,-79.0316,"not detected","not detected","not detected",2,10.2,1.6,145,NA,NA,3,3,0,0,0,0,"0",NA,NA,"0","0",NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",12379.1295147252
"91",141,71.2547,-79.0186,"PEFA","PEFA","PEFA",1,9.1,0.1,143,NA,1,NA,4,4,2,3,3,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"0","0",NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","PEFA","PEFA","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",11534.6324672454
"92",143,71.2552,-79.0151,"not detected","not detected","not detected",1,9.1,0.1,141,0,NA,NA,3,NA,0,0,0,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",11606.3379497923
"93",145,71.2432,-78.9911,"not detected","not detected","not detected",2,10.7,1.6,139,NA,NA,3,NA,0,0,0,0,"RLHA","RLHA",NA,"0","0",NA,"RLHA","RLHA",NA,"0","0",NA,"RLHA","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",13087.3572537523
"94",148,71.2451,-78.9201,"not detected","RLHA","RLHA",2,12.5,0.2,150,NA,0,2,NA,NA,0,0,0,"RLHA","RLHA",NA,"0","0",NA,"RLHA","RLHA",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","RLHA","0","0",1,0,0,"FALSE","TRUE","FALSE","FALSE",15089.878965367
"95",150,71.2444,-78.9136,"not detected","not detected","not detected",2,12.7,0.2,148,NA,0,NA,NA,NA,0,0,1,"0","0",NA,"0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","PEFA","PEFA",0,2,0,"FALSE","FALSE","TRUE","FALSE",15330.5568707918
"96",160,71.2483,-78.8876,"not detected","not detected","not detected",2,13.3,1,150,NA,0,NA,NA,NA,0,0,0,"PEFA","PEFA",NA,"0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",15937.2540532927
"97",164,71.227,-78.8723,"not detected","not detected","not detected",2,15.1,0,165,NA,0,0,NA,NA,0,0,0,"0","0",NA,"PEFA","PEFA",NA,"PEFA","0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",17617.4078787805
"98",165,71.2268,-78.872,"not detected","PEFA","PEFA",2,15.1,0,164,NA,0,0,NA,NA,3,0,0,"PEFA","PEFA",NA,"0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"0","PEFA","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",17638.712270967
"99",173,71.2203,-78.8383,"not detected","not detected","not detected",2,16.5,1.4,165,NA,NA,NA,NA,NA,0,0,0,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",19049.0405174495
"100",338,71.2181,-79.7897,"not detected","not detected","not detected",2,15.7,0.1,59,3,NA,4,NA,NA,0,2,0,"RLHA","RLHA",NA,"0","0",NA,"RLHA","RLHA",NA,"0","0",NA,NA,NA,NA,"0","0",NA,"0","0","PEFA","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",15807.5287131896
"101",339,71.3612,-79.645,"not detected","not detected","not detected",1,0.6,0.3,73,0,NA,NA,3,NA,0,0,0,"RLHA","RLHA",NA,"0",NA,NA,"0","0",NA,"RLHA","RLHA",NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",744.53919243034
"102",355,71.4038,-80.1698,"not detected","not detected","not detected",1,2.4,0.8,379,0,NA,NA,3,NA,0,0,0,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"RLHA","RLHA",NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",2473.35273898733
"103",356,71.4708,-80.2779,"not detected","not detected","not detected",1,1.9,0.4,446,NA,NA,NA,NA,NA,0,0,0,"PEFA","PEFA",NA,"0","0",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",1967.3679508308
"104",357,71.8392,-80.84,"PEFA","PEFA","PEFA",1,0.8,0.4,6,2,NA,NA,2,0,3,0,2,NA,"CORA",NA,"PEFA","PEFA",NA,"0","0",NA,"PEFA","PEFA",NA,"RLHA","RLHA",NA,"PEFA","PEFA",NA,"0","0","0","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",814.541959168875
"105",359,71.4306,-80.0472,"RLHA","RLHA","RLHA",1,2.4,0.3,380,3,NA,2,3,NA,0,4,0,"RLHA","RLHA",NA,"0","0",NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"PEFA","PEFA","PEFA","PEFA","0","0",0,1,0,"FALSE","FALSE","TRUE","FALSE",2527.60392430504
"106",360,71.7598,-80.4008,"not detected","not detected","not detected",1,3.1,0.2,21,NA,NA,3,0,2,2,0,0,"RLHA","0",NA,NA,NA,NA,"RLHA","RLHA",NA,"PEFA","0",NA,"RLHA","RLHA",NA,"CORA","0",NA,"0","PEFA","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",3249.12867899871
"107",374,71.5142,-80.3067,"not detected","not detected","not detected",1,1.6,0.6,26,2,NA,NA,NA,NA,0,0,0,"0","PEFA",NA,"0",NA,NA,"0","0",NA,"0","0",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",1735.37486822578
"108",375,71.4607,-80.1918,"not detected","not detected","not detected",1,0.3,1.4,378,NA,0,NA,1,2,0,0,0,"RLHA","0",NA,"RLHA","RLHA",NA,NA,NA,NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",382.352450687962
"109",376,71.5028,-80.1798,"not detected","not detected","not detected",1,1.9,4.3,28,NA,NA,NA,NA,NA,0,0,0,NA,"RLHA",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",2003.32366384122
"110",377,71.3801,-79.4524,"not detected","not detected","not detected",1,5.1,0.2,473,NA,NA,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",5254.81776626058
"111",378,71.4543,-80.2251,"not detected","not detected","not detected",1,0.9,0.3,33,NA,NA,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0",NA,NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",959.07737790608
"112",379,71.4002,-80.1513,"RLHA","RLHA","RLHA",1,2,0.8,355,NA,NA,2,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0","0",NA,"0",NA,NA,"RLHA","RLHA",NA,"RLHA","RLHA","RLHA","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",2120.04732893595
"113",380,71.4306,-80.04,"not detected","not detected","not detected",1,2.7,0.3,359,NA,NA,1,0,3,0,0,1,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","0",NA,"0","0","0","0","0","PEFA",0,1,0,"FALSE","FALSE","TRUE","FALSE",2768.12371427024
"114",382,71.6283,-80.2852,"RLHA","RLHA","RLHA",1,2.6,4,22,NA,NA,3,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"0","0",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",2691.90656590571
"115",383,71.654,-80.4598,"not detected","PEFA","not detected",1,2.8,1.4,484,NA,NA,0,4,3,0,0,0,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",2882.13675872678
"116",384,71.7214,-80.7419,"not detected","not detected","not detected",1,8.5,7.8,15,NA,NA,0,2,2,1,0,0,NA,NA,NA,NA,NA,NA,"PEFA","0",NA,"0","PEFA",NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",8553.43071112523
"117",385,71.3612,-80.2365,"not detected","not detected","not detected",1,7,2.2,444,NA,NA,2,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",7132.55685846496
"118",386,71.7172,-80.2554,"RLHA","RLHA","RLHA",1,5.5,0.7,30,NA,NA,2,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",5582.43670795647
"119",387,71.9265,-80.7551,"not detected","PEFA","not detected",1,5.8,1.2,393,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"PEFA",NA,NA,"PEFA","0",NA,"PEFA","0",NA,"PEFA","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",7244.3422473549
"120",388,71.9083,-80.8245,"PEFA","PEFA","PEFA",1,2.7,2.6,391,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"PEFA",NA,NA,"0",NA,NA,"0",NA,NA,"PEFA","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",4119.99125087377
"121",389,71.3553,-79.3048,"RLHA","RLHA","RLHA",1,1.4,3,107,NA,NA,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"RLHA","0",NA,"0","0",NA,"0","0","0","RLHA","0","0",1,0,0,"FALSE","TRUE","FALSE","FALSE",3757.32024455659
"122",390,71.8131,-80.4997,"not detected","not detected","not detected",1,4.1,0.1,17,NA,NA,3,NA,3,0,0,2,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"0","0",NA,"PEFA","PEFA",NA,"0","0",NA,"0","0","0","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",4249.14733504908
"123",391,71.9302,-80.8486,"not detected","RLHA","RLHA",1,4.5,2.6,388,NA,NA,NA,NA,1,1,0,2,NA,NA,NA,NA,NA,NA,"RLHA",NA,NA,"PEFA",NA,NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","PEFA","0","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",5873.43582082821
"124",392,71.9708,-80.82,"not detected","not detected","not detected",1,9.2,2.4,402,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"RLHA",NA,NA,"0",NA,NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",10496.7523000525
"125",393,71.9339,-80.7304,"not detected","not detected","not detected",1,7,1.2,387,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"RLHA",NA,NA,"0",NA,NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",8432.98520039029
"126",400,71.8065,-80.7042,"PEFA","PEFA","PEFA",1,0.2,0.2,450,NA,NA,3,NA,NA,3,0,0,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"PEFA","PEFA",NA,"PEFA","PEFA","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",283.01181022597
"127",401,71.8751,-80.8619,"RLHA","RLHA","RLHA",1,0.6,2.7,3,NA,NA,3,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",1101.1615245747
"128",438,71.7809,-80.6121,"RLHA","RLHA","RLHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899.122565979523
"129",442,71.3446,-79.7615,"not detected","PEFA","not detected",1,3.7,1.3,61,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEFA","0",NA,"PEFA","PEFA",NA,"0","0",NA,"PEFA","PEFA","0","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",3766.35668425382
"130",443,71.3538,-79.853,"not detected","RLHA","RLHA",1,3.8,0.6,54,NA,NA,NA,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"GLGU","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",3936.66113095641
"131",444,71.381,-80.2278,"not detected","not detected","not detected",1,5.5,1.2,32,NA,NA,NA,0,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEFA","0",NA,"PEFA","PEFA",NA,"PEFA","0",NA,"PEFA","PEFA","0","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",5586.3741177844
"132",445,71.417,-80.3405,"not detected","not detected","not detected",1,6.3,4.6,32,NA,NA,NA,4,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",6402.96847440258
"133",446,71.4672,-80.2813,"not detected","not detected","not detected",1,2.1,0.4,356,NA,NA,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",2205.42602034011
"134",447,71.3688,-80.1314,"not detected","PEFA","not detected",1,4,2.2,41,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","0",NA,"0","0","0","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",4101.66477589826
"135",448,71.5149,-80.3461,"not detected","PEFA","PEFA",1,2.9,0.5,483,NA,NA,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"0","0",NA,"0","0",NA,"PEFA","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",2996.5389546744
"136",449,71.5976,-80.3842,"not detected","RLHA","RLHA",1,1.3,2.4,22,NA,NA,NA,1,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",1417.69953035353
"137",450,71.8069,-80.709,"not detected","not detected","not detected",1,0.3,0.2,400,NA,NA,NA,4,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",361.054682827063
"138",451,71.8227,-80.8751,"not detected","not detected","not detected",1,2.9,2.2,6,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",3013.91409198024
"139",452,71.8524,-81.0287,"RLHA","RLHA","RLHA",1,4.4,3.3,2,NA,NA,NA,4,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"0","0","0","RLHA","RLHA","0",2,0,0,"FALSE","TRUE","FALSE","FALSE",5112.31170143656
"140",453,71.2724,-79.0907,"not detected","not detected","not detected",1,5.9,0.3,129,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",8285.22530176303
"141",454,71.6801,-80.2282,"RLHA","RLHA","RLHA",1,5.3,2.9,34,NA,NA,NA,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",5382.86295510039
"142",455,71.7833,-80.2546,"RLHA","RLHA","RLHA",1,8.9,5.7,21,NA,NA,NA,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,NA,NA,NA,"0","0",NA,"RLHA","0","0","RLHA","RLHA","RLHA",3,0,0,"FALSE","TRUE","FALSE","FALSE",8984.41263279833
"143",460,71.4334,-80.0222,"not detected","not detected","not detected",1,3.3,0.7,380,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","0",NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",3452.23215040751
"144",461,71.44,-79.928,"not detected","not detected","not detected",1,5.7,1.2,52,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","0",NA,"0","0",NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",5801.36378758272
"145",462,71.4489,-79.8944,"not detected","not detected","not detected",1,6.1,1,50,NA,NA,NA,4,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"RLHA","RLHA",NA,"0","0",NA,"RLHA","RLHA","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",6213.48596446211
"146",463,71.4125,-79.8853,"RLHA","RLHA","RLHA",1,2.3,0.3,464,NA,NA,NA,4,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0","RLHA",NA,"0","0",NA,"RLHA","RLHA","0","RLHA","0","0",1,0,0,"FALSE","TRUE","FALSE","FALSE",2414.13127288089
"147",464,71.4097,-79.8855,"not detected","PEFA","PEFA",1,2,0.3,463,NA,NA,NA,4,3,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"0","PEFA",NA,"0","0",NA,"0","0","PEFA","PEFA","PEFA","PEFA",0,3,0,"FALSE","FALSE","TRUE","FALSE",2126.67224790335
"148",465,71.4478,-79.7967,"not detected","PEFA","PEFA",1,5.4,1.4,477,NA,NA,NA,3,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"PEFA","0","0","0","PEFA","PEFA",0,2,0,"FALSE","FALSE","TRUE","FALSE",5537.13711838906
"149",466,71.4669,-79.8101,"RLHA","RLHA","RLHA",1,7.5,0.8,477,NA,NA,NA,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",7632.42882596375
"150",467,71.4634,-79.7131,"not detected","not detected","not detected",1,8,0.8,65,NA,NA,NA,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",8085.29836364757
"151",468,71.3662,-79.4955,"RLHA","RLHA","RLHA",1,3,2.2,377,NA,NA,NA,3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,"0",NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",3126.68284118357
"152",469,71.446,-79.5481,"not detected","not detected","not detected",1,9,0.8,84,NA,NA,NA,2,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RLHA","RLHA",NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",9127.20603699955
"153",470,71.4396,-79.4363,"PEFA","PEFA","PEFA",2,10.2,0.9,471,NA,NA,NA,2,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"PEFA","PEFA",NA,"0","0",NA,"0","PEFA","0","0","0","PEFA",0,1,0,"FALSE","FALSE","TRUE","FALSE",10322.5229661421
"154",472,71.3823,-79.4528,"not detected","RLHA","RLHA",1,5.3,0.1,473,NA,NA,NA,1,NA,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEFA","PEFA",NA,"0","0",NA,"PEFA","PEFA",NA,"0","0","0","0","0","0",0,0,0,"TRUE","FALSE","FALSE","FALSE",5380.3545053185
