Transect,Station,GPS,trap,sp,sex,weight,age,missfire,Date,Time,comments
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,09-Aug-19,9:04,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,09-Aug-19,9:04,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,09-Aug-19,9:04,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,09-Aug-19,9:05,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,09-Aug-19,9:05,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,09-Aug-19,9:05,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,09-Aug-19,9:06,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,09-Aug-19,9:06,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,09-Aug-19,9:07,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,09-Aug-19,9:07,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,N,09-Aug-19,9:07,No activity present
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,09-Aug-19,9:08,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,09-Aug-19,9:08,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,09-Aug-19,9:08,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,09-Aug-19,9:09,No activity present
2,1,N 71 .34201         W 079.56653                     ,NA,NA,NA,NA,NA,N,10-Aug-19,9:05,No activity present
2,2,N 71.34216         W 079.56666,NA,NA,NA,NA,NA,N,10-Aug-19,9:05,No activity present
2,3,N 71 .34232        W 079.56679,NA,NA,NA,NA,NA,N,10-Aug-19,9:05,No activity present
2,4,N 71 .34248         W 079.56712,NA,NA,NA,NA,NA,N,10-Aug-19,9:06,No activity present
2,5,N 71.34266         W 079.56731,NA,NA,NA,NA,NA,N,10-Aug-19,9:06,No activity present
2,6,N 71 .34285         W 079.56736,NA,NA,NA,NA,NA,N,10-Aug-19,9:07,No activity present
2,7,N 71 .34306         W 079.56761,NA,NA,NA,NA,NA,N,10-Aug-19,9:07,No activity present
2,8,N 71 .34324         W 079.56789,NA,NA,NA,NA,NA,N,10-Aug-19,9:07,No activity present
2,9,N 71 .34332        W 079.56870,NA,NA,NA,NA,NA,N,10-Aug-19,9:08,No activity present
2,10,N 71 .34354         W 079.56888,NA,NA,NA,NA,NA,N,10-Aug-19,9:08,No activity present
2,11,N 71 .34372        W 079.56924,NA,NA,NA,NA,NA,N,10-Aug-19,9:08,No activity present
2,12,N 71 .34389         W 079.56944,NA,NA,NA,NA,NA,N,10-Aug-19,9:09,No activity present
2,13,N 71 .34403         W 079.56985,NA,NA,NA,NA,NA,N,10-Aug-19,9:09,No activity present
2,14,N 71 .34422        W 079.57063,NA,NA,NA,NA,NA,N,10-Aug-19,9:09,No activity present
2,15,N 71 .34435         W 079.57093,NA,NA,NA,NA,NA,N,10-Aug-19,9:10,No activity present
2,16,N 71 .34449         W 079.57130,NA,NA,NA,NA,NA,Y,10-Aug-19,9:10,"T1 MF, PB still present"
2,17,N 71 .34465        W 079.57148,NA,NA,NA,NA,NA,N,10-Aug-19,9:11,No activity present
2,18,N 71 .34480        W 079.57177,NA,NA,NA,NA,NA,N,10-Aug-19,9:11,No activity present
2,19,N 71 .34496         W 079.57156,NA,NA,NA,NA,NA,N,10-Aug-19,9:12,No activity present
2,20,N 71 .34518        W 079.57136,NA,NA,NA,NA,NA,N,10-Aug-19,9:12,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,18-Jul-18,11:04,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,18-Jul-18,11:05,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,18-Jul-18,11:05,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,18-Jul-18,11:06,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,18-Jul-18,11:07,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,18-Jul-18,11:08,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,N,18-Jul-18,11:09,No activity present
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,N,18-Jul-18,11:09,No activity present
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,18-Jul-18,11:10,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,18-Jul-18,11:11,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,18-Jul-18,11:11,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,18-Jul-18,11:12,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,18-Jul-18,11:13,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,18-Jul-18,11:14,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,N,18-Jul-18,11:14,No activity present
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,Y ,18-Jul-18,11:15,"T3 MF, PB still on trap plate"
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,18-Jul-18,11:16,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,18-Jul-18,11:17,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,18-Jul-18,11:18,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,N,18-Jul-18,11:18,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,19-Jul-18,14:10,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,19-Jul-18,14:10,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,19-Jul-18,14:11,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,19-Jul-18,14:11,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,19-Jul-18,14:11,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,19-Jul-18,14:12,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,N,19-Jul-18,14:12,No activity present
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,N,19-Jul-18,14:12,No activity present
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,19-Jul-18,14:13,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,19-Jul-18,14:13,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,19-Jul-18,14:13,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,19-Jul-18,14:14,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,19-Jul-18,14:14,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,19-Jul-18,14:14,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,N,19-Jul-18,14:15,No activity present
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,N,19-Jul-18,14:15,No activity present
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,19-Jul-18,14:15,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,19-Jul-18,14:16,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,19-Jul-18,14:16,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,N,19-Jul-18,14:16,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,20-Jul-18,14:03,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,20-Jul-18,14:03,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,20-Jul-18,14:04,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,20-Jul-18,14:04,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,20-Jul-18,14:04,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,20-Jul-18,14:04,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,N,20-Jul-18,14:05,No activity present
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,N,20-Jul-18,14:05,No activity present
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,20-Jul-18,14:05,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,20-Jul-18,14:06,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,20-Jul-18,14:06,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,20-Jul-18,14:06,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,20-Jul-18,14:07,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,20-Jul-18,14:07,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,N,20-Jul-18,14:07,No activity present
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,N,20-Jul-18,14:08,No activity present
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,20-Jul-18,14:08,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,20-Jul-18,14:08,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,20-Jul-18,14:09,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,N,20-Jul-18,14:09,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,21-Jul-18,17:00,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,21-Jul-18,17:01,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,21-Jul-18,17:01,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,21-Jul-18,17:02,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,21-Jul-18,17:02,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,21-Jul-18,17:02,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,N,21-Jul-18,17:03,No activity present
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,N,21-Jul-18,17:03,No activity present
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,21-Jul-18,17:04,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,21-Jul-18,17:04,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,21-Jul-18,17:05,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,21-Jul-18,17:05,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,21-Jul-18,17:05,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,21-Jul-18,17:06,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,Y,21-Jul-18,17:06,"T3 MF, Pb still present"
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,N,21-Jul-18,17:06,No activity present
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,21-Jul-18,17:07,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,21-Jul-18,17:07,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,21-Jul-18,17:08,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,N,21-Jul-18,17:08,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,22-Jul-18,14:03,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,Y,22-Jul-18,14:03,"T1 MF, PB still present"
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,22-Jul-18,14:04,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,22-Jul-18,14:04,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,22-Jul-18,14:04,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,22-Jul-18,14:04,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,N,22-Jul-18,14:05,No activity present
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,N,22-Jul-18,14:05,No activity present
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,22-Jul-18,14:05,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,22-Jul-18,14:06,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,22-Jul-18,14:06,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,22-Jul-18,14:06,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,22-Jul-18,14:07,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,22-Jul-18,14:07,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,N,22-Jul-18,14:07,No activity present
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,N,22-Jul-18,14:08,No activity present
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,22-Jul-18,14:08,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,22-Jul-18,14:08,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,22-Jul-18,14:09,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,N,22-Jul-18,14:09,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,23-Jul-18,14:12,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,23-Jul-18,14:13,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,23-Jul-18,14:13,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,23-Jul-18,14:13,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,23-Jul-18,14:14,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,23-Jul-18,14:14,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,N,23-Jul-18,14:14,No activity present
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,N,23-Jul-18,14:15,No activity present
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,23-Jul-18,14:15,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,23-Jul-18,14:15,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,23-Jul-18,14:16,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,23-Jul-18,14:16,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,23-Jul-18,14:16,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,23-Jul-18,14:17,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,N,23-Jul-18,14:17,No activity present
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,N,23-Jul-18,14:18,No activity present
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,23-Jul-18,14:18,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,23-Jul-18,14:19,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,23-Jul-18,14:19,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,N,23-Jul-18,14:19,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,10-Aug-18,18:09,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,10-Aug-18,18:09,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,10-Aug-18,18:09,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,10-Aug-18,18:10,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,10-Aug-18,18:10,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,10-Aug-18,18:10,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,Y,10-Aug-18,18:11,"T3 MF, Pb still present"
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,Y,10-Aug-18,18:11,"T1 MF, PB still present"
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,10-Aug-18,18:11,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,10-Aug-18,18:12,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,10-Aug-18,18:12,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,10-Aug-18,18:13,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,10-Aug-18,18:13,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,10-Aug-18,18:13,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,N,10-Aug-18,18:14,No activity present
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,N,10-Aug-18,18:14,No activity present
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,10-Aug-18,18:14,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,10-Aug-18,18:15,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,10-Aug-18,18:15,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,Y,10-Aug-18,18:15,"T3 MF, Pb still present"
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,11-Aug-18,14:12,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,11-Aug-18,14:13,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,11-Aug-18,14:13,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,11-Aug-18,14:13,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,11-Aug-18,14:14,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,11-Aug-18,14:14,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,N,11-Aug-18,14:14,No activity present
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,N,11-Aug-18,14:15,No activity present
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,11-Aug-18,14:15,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,11-Aug-18,14:15,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,11-Aug-18,14:16,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,11-Aug-18,14:16,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,11-Aug-18,14:16,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,11-Aug-18,14:17,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,N,11-Aug-18,14:17,No activity present
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,N,11-Aug-18,14:18,No activity present
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,11-Aug-18,14:18,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,11-Aug-18,14:19,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,11-Aug-18,14:19,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,N,11-Aug-18,14:19,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,12-Aug-18,14:11,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,12-Aug-18,14:11,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,12-Aug-18,14:12,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,12-Aug-18,14:12,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,12-Aug-18,14:12,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,12-Aug-18,14:13,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,N,12-Aug-18,14:13,T2 MF
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,N,12-Aug-18,14:13,No activity present
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,12-Aug-18,14:14,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,12-Aug-18,14:14,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,12-Aug-18,14:14,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,12-Aug-18,14:15,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,12-Aug-18,14:15,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,12-Aug-18,14:15,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,N,12-Aug-18,14:16,No activity present
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,N,12-Aug-18,14:16,No activity present
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,12-Aug-18,14:16,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,12-Aug-18,14:17,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,12-Aug-18,14:17,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,N,12-Aug-18,14:18,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,13-Aug-18,14:21,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,13-Aug-18,14:21,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,13-Aug-18,14:22,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,13-Aug-18,14:22,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,13-Aug-18,14:23,"T1 MF, PB still present"
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,13-Aug-18,14:23,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,N,13-Aug-18,14:24,No activity present
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,N,13-Aug-18,14:24,No activity present
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,13-Aug-18,14:24,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,13-Aug-18,14:25,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,13-Aug-18,14:25,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,13-Aug-18,14:26,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,13-Aug-18,14:26,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,13-Aug-18,14:27,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,N,13-Aug-18,14:27,No activity present
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,N,13-Aug-18,14:27,No activity present
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,13-Aug-18,14:28,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,13-Aug-18,14:28,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,13-Aug-18,14:29,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,N,13-Aug-18,14:29,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,14-Aug-18,14:20,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,14-Aug-18,14:21,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,14-Aug-18,14:22,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,14-Aug-18,14:22,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,14-Aug-18,14:23,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,14-Aug-18,14:23,No activity present
3,7,N 71 .39119         W 079.90517,NA,NA,NA,NA,NA,N,14-Aug-18,14:23,No activity present
3,8,N 71 .39138         W 079.90491,NA,NA,NA,NA,NA,N,14-Aug-18,14:24,No activity present
3,9,N 71 .39153         W 079.90467,NA,NA,NA,NA,NA,N,14-Aug-18,14:24,No activity present
3,10,N 71 .39165         W 079.90435,NA,NA,NA,NA,NA,N,14-Aug-18,14:25,No activity present
3,11,N 71 .39180         W 079.90412,NA,NA,NA,NA,NA,N,14-Aug-18,14:25,No activity present
3,12,N 71 .39193         W 079.90380,NA,NA,NA,NA,NA,N,14-Aug-18,14:26,No activity present
3,13,N 71 .39213         W 079.90323,NA,NA,NA,NA,NA,N,14-Aug-18,14:26,No activity present
3,14,N 71 .39225        W 079.90295,NA,NA,NA,NA,NA,N,14-Aug-18,14:27,No activity present
3,15,N 71 .39236         W 079.90257,NA,NA,NA,NA,NA,N,14-Aug-18,14:27,No activity present
3,16,N 71 .39249         W 079.90211,NA,NA,NA,NA,NA,N,14-Aug-18,14:28,No activity present
3,17,N 71 .39262        W 079.90170,NA,NA,NA,NA,NA,N,14-Aug-18,14:28,No activity present
3,18,N 71 .39278        W 079.90144,NA,NA,NA,NA,NA,N,14-Aug-18,14:28,No activity present
3,19,N 71 .39285         W 079.90077,NA,NA,NA,NA,NA,N,14-Aug-18,14:29,No activity present
3,20,N 71 .39300         W 079.90044,NA,NA,NA,NA,NA,N,14-Aug-18,14:29,No activity present
3,1,N 71.39029         W 079.90630                     ,NA,NA,NA,NA,NA,N,15-Aug-18,12:01,No activity present
3,2,N 71.39047         W 079.90630,NA,NA,NA,NA,NA,N,15-Aug-18,12:01,No activity present
3,3,N 71 .39062        W 079.90612,NA,NA,NA,NA,NA,N,15-Aug-18,12:02,No activity present
3,4,N 71 .39077         W 079.90591,NA,NA,NA,NA,NA,N,15-Aug-18,12:02,No activity present
3,5,N 71.39091         W 079.90559,NA,NA,NA,NA,NA,N,15-Aug-18,12:03,No activity present
3,6,N 71 .39105         W 079.90536,NA,NA,NA,NA,NA,N,15-Aug-18,12:03,No activity present
