SiteID,PDA,min_dist Disturb,NN,D2NN,Cluster ID,GYRF TerritoryID,RLHA TerritoryID,PEFA TerritoryID,Lat_DD,Lon_DD,X_17N,Y_17N,PEFA site,RLHA Site,GYRF Site,#_Spp,06_Sp,06_Date,06_NAd,06_eggs_Y_,06_NEgg,06_hatch,06_NYng,06_Comm,07_Sp,07_Date,07_NAd,07_eggs_Y_,07_NEgg,07_hatch,07_NYng,07_Comm,08_Sp,08_Date,08_NAd,08_eggs_Y_,08_NEgg,08_hatch,08_NYng,08_Comm,09_Sp,09_Date,09_NAd,09_eggs_Y_,09_NEgg,09_hatch,09_NYng,09_Comm,10_Sp,10_Date,10_NAd,10_eggs_Y_,10_NEgg,10_hatch,10_NYng,10_Comm,11_Sp,11_Date,11_NAd,11_eggs_Y_,11_NEgg,11_hatch,11_NYng,11_Comm,12_Sp,12_Date,12_NAd,12_eggs_Y_,12_NEggLai,12_hatch,12_NYng,12_Comm,13_Sp,13_Date,13_NAd,13_eggs Y/N,13_NEggLaid,13_hatch,13_NYng,13_Comm,14_Sp,14_Date,14_NAd,14_eggs_Y_,14_NEggLai,14_hatch,14_NYng,14_Comm,15_Sp,15_Date,15_NAd,15_eggs_Y_,15_NEggLai,15_hatch,15_Nyng,15_Comm,16_Sp,16_Date,16_NAd,16_eggs_Y_,16_NEggLai,16_hatch,16_Nyng,16_Comm,17_Sp,17_Date,17_NAd,17_eggs_Y_,17_NEggLai,17_hatch,17_Nyng,17_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,18_Sp,18_Date,18_NAd,18_eggs_Y_,18_NEggLai,18_hatch,18_Nyng,18_Comm,2018_SpCom,F_PEFA,F_PEFA_12to18,F_RLHA 12-18,F_RLHA_12to18,F_Site Unk,2011_Field,Status,S1,S2,S3
451,1,2.9,6,2170,,,,,71.822701,-80.87508,504349.9349,7969159.71,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-19,2,Y,#,1+,0,"June 19 : individual incubating. | August 3 : failed. Had chicks that reached a certain age because obvious and distinctive white wash around nest, and adult still at site.",not detected,26-06-2016,0,N,#,#,0,June 26: one old stick nest. August 5: empty nest.,not detected,17-06-2017,0,N,#,#,0,June 17 2017: 1 empty stick nest. Aug 7 - No birds detected. OSN.,not detected,16-06-2018,0,N,#,#,0,"no birds, old stick nest, south facing side",not detected,15-07-2018,0,N,#,#,0,"no birds, old stick nest",not detected,20-08-2018,0,N,#,#,0,"no birds, on lake cliff",not detected,0,0,1,1,9,#,#,0,0,0
452,1,4.4,2,3350,,,,,71.85241,-81.02869,499003.0397,7972469.176,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-19,2,Y,4,4,4,June 19 : 4 eggs. | August 3 : 4 chicks.,RLHA,26-06-2016,2,Y,2,2,2,"June 26: individual on nest, 2 others used stick nests. | August 5: 2 chicks banded.",RLHA,17-06-2017,2,Y,4,2,2,"June 17 2017: right on wpt, pair was at site. Aug 8 - 2 adults, 2 nestlings, arctic hare spine and hind quarter in nest.",not detected,16-06-2018,0,N,#,#,0,"No birds, lots of white wash",not detected,15-07-2018,0,N,#,#,0,no birds,not detected,20-08-2018,0,N,#,#,0,"no bird, old stick nest",not detected,0,0,3,3,9,#,#,0,0,0
453,1,5.9,129,291,23,,129,,71.272434,-79.090672,568410.4456,7908860.073,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-19,2,Y,#,#,#,June 19 : individual incubating. | August 1 : didn't have the precise wpt and didn't find it.,not detected,23-06-2016,0,N,#,#,#,"June 23: no bird seen, didn't located used ledge or old nest. Aug 6 no birds detected",not detected,16-06-2017,0,N,#,#,0,"June 16 2017: no bird seen, old stick nest. Aug 6 - no birds detected",not detected,17-06-2018,0,N,#,#,0,"no birds, left in small gully",not detected,13-07-2018,0,N,#,#,0,"no birds, lots of rock shear",not detected,16-08-2018,0,N,#,#,0,"no birds, old stick nest",not detected,0,0,1,1,9,#,#,0,0,0
454,1,5.3,34,2873,,,,,71.680117,-80.228238,527074.814,7953424.672,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-19,2,Y,#,#,3,June 19 : individual incubating. | August 1 : 3 rlha youngs.,not detected,27-06-2016,0,N,#,#,#,"June 27: no bird seen, empty stick nest.",not detected,17-06-2017,0,N,#,#,0,"June 17 2017: one empty stick nest on wpt (little south facing cliff along a stream, north side), another stick nest on a south facing cliff located 160m away from wpt, on the south side of the stream).  August 7 - no birds detected.",not detected,16-06-2018,0,N,#,#,0,"Old stick nest, no birds",not detected,15-07-2018,0,N,#,#,0,"no birds, old stick nest on left of river",not detected,20-08-2018,0,N,#,#,0,"no bird, old stick nest",not detected,0,0,1,1,9,#,#,0,0,0
455,1,8.877,21,5708,,,,,71.783252,-80.254645,526006.3614,7964915.769,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-19,2,Y,4,#,3,June 19 : 4 eggs. | August 3 : 3 rlha chicks.,Not visited,#,#,#,#,#,#,#,not detected,20-06-2017,0,N,#,#,0,"June 20 2017: old stick nest, signs of use, no bird seen. August 7 - no birds detected.",RLHA,18-06-2018,1,N,0,0,0,"flushed off nest, minimal referbishment",not detected,15-07-2018,0,N,#,#,0,no birds,not detected,20-08-2018,0,N,#,#,0,"no bird, old stick nest",RLHA,0,0,2,2,9,#,#,1,0,0
456,0,14.3,79,142,,,,,71.502824,-79.57598,550420.2602,7934071.098,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,2015-06-19,2,Y,#,#,2,"June 19 : individual on nest, incubating. | August 2 : 2-3 youngs, full down coat.",Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,1,1,0,0,9,#,#,#,#,#
457,0,11.2,458,397,,,,,71.618849,-80.024207,534342.4502,7946695.411,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-22,2,Y,4,#,#,June 22 : pair ; 4 eggs,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,0,0,1,1,9,#,#,#,#,#
458,0,11.6,457,397,,,,,71.620331,-80.013922,534701.6922,7946866.57,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,2015-06-22,2,?,#,#,#,"June 22 : pefa pair, didn't located the nest",Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,1,1,0,0,9,#,#,#,#,#
459,0,10.7,457,1419,,,,,71.629254,-80.047542,533502.9516,7947842.713,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,2015-06-22,2,Y,4,#,#,June 22 : 4 eggs,Not visited,#,#,#,#,#,#,#,Not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not visited,#,#,#,#,#,#,#,not vistited,1,1,0,0,9,#,#,#,#,#
460,1,3.3,380,702,26,,460,,71.433381,-80.022235,534746.6655,7926012.57,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-22,2,N,0,0,0,"June 22 : pair, no nest or egg found. | August 1 : empty nest, no bird seen, is wpt very accurate? | August 2 : empty nest, no bird seen, no chick presence, failed or didn't breed.",Not visited,#,#,#,#,#,#,#,not detected,17-06-2017,0,N,#,#,0,"June 17 2017: stick nest is almost under the snow, no bid seen. August 7 - no birds detected.",not detected,17-06-2018,0,N,#,#,0,"Old stick nest, no birds",not detected,14-07-2018,0,N,#,#,0,"no birds, small low inlet, old stick nest",not detected,17-08-2018,0,N,#,#,0,"no birds, old stick nest",not detected,0,0,1,1,9,#,#,0,0,0
461,1,5.7,52,1197,,,,,71.439957,-79.928029,538081.1029,7926802.688,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-22,0,Y,1,0,0,"June 22 : 1 egg but no adult seen, maybe abandonned old nest. | August 2 : 1 addled egg, no bird seen.",not detected,23-06-2016,0,N,#,#,#,June 23: no bird seen.,not detected,17-06-2017,0,N,#,#,0,"June 16: two old stick nest, snow covered.  August 7 - 2 OSN, with good ledges and lots of potential.",not detected,17-06-2018,0,N,#,#,0,"no birds, mostly snow covered",not detected,14-07-2018,0,N,#,#,0,no birds,not detected,17-08-2018,0,N,#,#,0,"no birds, old stick nest, N facing",not detected,0,0,1,1,9,#,#,0,0,0
462,1,6.109,50,1016,,,,,71.44889,-79.894396,539257.5393,7927820.407,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-22,2,Y,4,4,4,"June 22 : distinct huge iron rocky hill ; individual on nest, 4 eggs. August 2 : 4 chicks.",RLHA,23-06-2016,2,Y,2,2,2,"June 23: individual incubating, didn't flushed. | August 7: nest is accessible from down cliff, 2 chicks banded.",not detected,17-06-2017,0,N,#,#,0,June 16: two old stick nests.  Aug 6 - no birds detected,RLHA,18-06-2018,2,Y,3,0,0,"fem flushed off nest, deposit area",RLHA,13-07-2018,1,N,0,0,0,"RLHA flushed, no eggs",not detected,17-08-2018,0,N,#,#,0,no birds,RLHA,0,0,3,3,9,#,#,1,1,0
463,1,2.316,464,313,31,,463,,71.412531,-79.885323,539654.4513,7923771.638,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-22,2,Y,5,#,4,"June 22 : pair ; 5 eggs. | August 3 : at least 4 chicks, no dark feathers, could band there, boulders on top to rappel down.",RLHA,23-06-2016,2,Y,4,3,3,"June 23: no birds detected | August 7: 3 chicks, hard access.",not detected,16-06-2017,0,N,#,#,0,"June 16 2017: old rlha nest,  no bird seen. Aug 7 - No birds detected",RLHA,17-06-2018,2,Y,3,0,0,"Female incibating on egg, male nearby 463",RLHA,14-07-2018,2,Y,3,0,0,"fem incubating then flushed off nest, low level",not detected,17-08-2018,0,N,#,#,0,failed RLHA nest,RLHA,0,0,3,3,9,#,#,1,1,0
464,1,2.028,463,313,31,,,53,71.409723,-79.885543,539652.3996,7923458.352,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,2015-06-22,2,Y,4,4,4,"June 22 : pair ; 4 eggs ; 700m from site 53, alternate of site 53 ; same cliff. | August 3 : 4 chicks, could band there, boulder on top to appel down.",PEFA,23-06-2016,2,Y,4,3,3,"June 23: no birds detected. August 7: 3-4 chicks, ready to be banded. Easy rappel with the helicopter.",not detected,17-06-2017,0,N,#,#,0,"June 16 2017: no bird seen, 2 old nests (rlha). | June 17 2017: have done the ridge between 464 and 53, no bird seen, have located used ledge. Aug 7 - No birds detected.",not detected,17-06-2018,0,N,#,#,0,male from 464 nearby,not detected,13-07-2018,0,N,#,#,0,"no birds, near waterfall",PEFA,17-08-2018,2,Y,0,#,1,Fem flying around territorially,PEFA,3,3,0,0,9,#,#,0,0,1
465,1,5.445,477,1417,,,,,71.447815,-79.796716,542727.9,7927766.782,TRUE,FALSE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,PEFA,2015-06-22,2,Y,4,#,3,"June 22 : pefa on site ; 4 eggs. | August 2 : 3 chicks pefa, easy access with ropes.",PEFA,23-06-2016,2,Y,4,3,3,"June 23: easy rappelling down, nest is on a large ledge hidden by a big rock, hard to locate. | August 7: 3 big chicks ready to be banded.",PEFA,18-06-2017,1,N,#,#,0,"June 16: no bird seen, nice ledge, scrape and white wash. | June 18 2017: no birds at site at our arrival, nothing on last year nesting ledge. Another used empty ledge couple of meter away. Territorial PEFA male came after couple of minutes, perched on site and hang around. Aug 7 - female at site, lots of thick whitewash, likely failed.",PEFA,18-06-2018,1,N,0,0,0,"male flushed off ledge, couldn’t find a nest",not detected,13-07-2018,0,N,#,#,0,"no birds, 2 old scrapes",not detected,17-08-2018,0,N,#,#,0,no birds,PEFA,4,4,0,0,9,#,#,1,0,0
466,1,7.5,477,773,29,,466,,71.466916,-79.810138,542209.4075,7929887.414,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-22,2,Y,3+,#,3,"June 22 : rlha individual incubating, 3 or more eggs. | August 2 : 3 chicks, easy access with ropes.",not detected,23-06-2016,0,N,#,#,#,June 23: empty stick nest.,not detected,16-06-2017,0,N,#,#,0,"June 16 2017: old stick nest, no bird seen. Aug 6 - no birds detected",not detected,18-06-2018,0,N,#,#,0,"no birds, old stick nest, right side of gully (W)",not detected,13-07-2018,0,N,#,#,0,no birds,not detected,18-08-2018,0,N,#,#,0,no birds,not detected,0,0,1,1,9,#,#,0,0,0
467,1,8.0,65,818,14,,467,,71.46336,-79.713052,545661.4247,7929561.455,FALSE,TRUE,FALSE,1,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,Site unknown,RLHA,2015-06-22,2,Y,3,#,3,June 22 : nest ; 3 eggs. | August 2 : at least 3 chicks.,not detected,23-06-2016,0,N,#,#,#,"June 23: no bird seen, might have missed it.",not detected,16-06-2017,0,N,#,#,0,"June 16 2017: old stick nest, no bird seen.  Aug 6 no birds detected",not detected,18-06-2018,0,N,#,#,0,"no birds, left side of gully (NW)",not detected,13-07-2018,0,N,#,#,0,no birds,not detected,18-08-2018,0,N,#,#,0,no birds,not detected,0,0,1,1,9,#,#,0,0,0
